algo,experiment,desc,val_r2,val_mse,val_rmse,val_mae,train_r2,train_mse,train_rmse,train_mae,diff
rf,21,"hyper-params n_estimators: 50 max_depth: 2, min_samples_leaf: 200 ",0.41053,907829.53907,952.80089,604.60212,0.44397,605143.60174,777.90976,518.85038,106.88132
rf,21,"hyper-params n_estimators: 60 max_depth: 2, min_samples_leaf: 200 ",0.40969,909122.62608,953.47922,605.10101,0.44283,606377.90076,778.7027,519.403,106.20299
rf,21,"hyper-params n_estimators: 70 max_depth: 2, min_samples_leaf: 200 ",0.40916,909939.81243,953.90765,605.42758,0.44201,607272.65938,779.27701,519.83754,105.77456
rf,21,"hyper-params n_estimators: 80 max_depth: 2, min_samples_leaf: 200 ",0.40838,911145.04793,954.53918,605.82994,0.44138,607953.73756,779.71388,520.06589,105.14303
rf,21,"hyper-params n_estimators: 90 max_depth: 2, min_samples_leaf: 200 ",0.40789,911897.87791,954.93344,606.10754,0.4409,608484.98417,780.05448,520.27064,104.74877
rf,21,"hyper-params n_estimators: 100 max_depth: 2, min_samples_leaf: 200 ",0.40742,912616.33151,955.30955,606.36214,0.4405,608912.42152,780.32841,520.4184,104.37266
rf,21,"hyper-params n_estimators: 110 max_depth: 2, min_samples_leaf: 200 ",0.40716,913012.29585,955.51677,606.53203,0.44018,609262.00442,780.55237,520.55472,104.16544
rf,21,"hyper-params n_estimators: 120 max_depth: 2, min_samples_leaf: 200 ",0.40821,911400.95038,954.67322,605.94773,0.44139,607948.59643,779.71059,520.00049,105.00899
rf,21,"hyper-params n_estimators: 130 max_depth: 2, min_samples_leaf: 200 ",0.40781,912016.98016,954.9958,606.15841,0.44105,608317.32675,779.947,520.13273,104.68641
rf,21,"hyper-params n_estimators: 140 max_depth: 2, min_samples_leaf: 200 ",0.40753,912443.87399,955.21928,606.30871,0.44076,608634.77169,780.15048,520.26661,104.46293
rf,21,"hyper-params n_estimators: 150 max_depth: 2, min_samples_leaf: 200 ",0.40743,912608.81714,955.30561,606.39613,0.44051,608908.66885,780.326,520.41323,104.3766
rf,21,"hyper-params n_estimators: 160 max_depth: 2, min_samples_leaf: 200 ",0.40714,913049.88241,955.53644,606.5477,0.44029,609150.76412,780.48111,520.48546,104.14577
rf,21,"hyper-params n_estimators: 170 max_depth: 2, min_samples_leaf: 200 ",0.40706,913167.58986,955.59803,606.60255,0.44009,609364.23082,780.61785,520.60426,104.08418
rf,21,"hyper-params n_estimators: 180 max_depth: 2, min_samples_leaf: 200 ",0.40695,913342.64604,955.68962,606.67465,0.43991,609554.27056,780.73957,520.68644,103.99259
rf,21,"hyper-params n_estimators: 190 max_depth: 2, min_samples_leaf: 200 ",0.40687,913463.60705,955.7529,606.722,0.43976,609725.68938,780.84934,520.78654,103.92931
rf,21,"hyper-params n_estimators: 10 max_depth: 2, min_samples_leaf: 500 ",0.41712,897674.4686,947.45684,607.21638,0.45119,597282.37416,772.84046,522.65914,112.22537
rf,21,"hyper-params n_estimators: 20 max_depth: 2, min_samples_leaf: 500 ",0.4112,906801.50748,952.26126,610.61591,0.44346,605696.28305,778.26492,526.56616,107.42095
rf,21,"hyper-params n_estimators: 30 max_depth: 2, min_samples_leaf: 500 ",0.40796,911793.08959,954.87857,612.26873,0.44064,608768.23403,780.23601,527.6535,104.80364
rf,21,"hyper-params n_estimators: 40 max_depth: 2, min_samples_leaf: 500 ",0.40594,914890.93233,956.49931,613.29495,0.43919,610344.13511,781.24525,528.07006,103.1829
rf,21,"hyper-params n_estimators: 50 max_depth: 2, min_samples_leaf: 500 ",0.4083,911259.18876,954.59897,612.01924,0.44177,607531.39747,779.443,526.91745,105.08324
rf,21,"hyper-params n_estimators: 60 max_depth: 2, min_samples_leaf: 500 ",0.40746,912556.04805,955.278,612.52495,0.44064,608765.7421,780.23441,527.47824,104.40421
rf,21,"hyper-params n_estimators: 70 max_depth: 2, min_samples_leaf: 500 ",0.40693,913373.66159,955.70584,612.86296,0.43982,609660.49271,780.80759,527.92247,103.97637
rf,21,"hyper-params n_estimators: 80 max_depth: 2, min_samples_leaf: 500 ",0.40615,914574.82812,956.33406,613.27592,0.43919,610341.5331,781.24358,528.16235,103.34815
rf,21,"hyper-params n_estimators: 90 max_depth: 2, min_samples_leaf: 500 ",0.40566,915326.91018,956.72719,613.55243,0.4387,610872.77324,781.5835,528.36701,102.95502
rf,21,"hyper-params n_estimators: 100 max_depth: 2, min_samples_leaf: 500 ",0.40519,916048.68729,957.10432,613.8074,0.43831,611300.24146,781.85692,528.51378,102.57789
rf,21,"hyper-params n_estimators: 110 max_depth: 2, min_samples_leaf: 500 ",0.40494,916443.90012,957.31076,613.98524,0.43799,611649.80104,782.08043,528.65978,102.37145
rf,21,"hyper-params n_estimators: 120 max_depth: 2, min_samples_leaf: 500 ",0.40598,914831.59228,956.46829,613.39355,0.4392,610336.39601,781.24029,528.09649,103.21392
rf,21,"hyper-params n_estimators: 130 max_depth: 2, min_samples_leaf: 500 ",0.40558,915445.86731,956.78935,613.61675,0.43886,610705.11086,781.47624,528.23774,102.89286
rf,21,"hyper-params n_estimators: 140 max_depth: 2, min_samples_leaf: 500 ",0.40531,915872.67889,957.01237,613.76484,0.43857,611022.55459,781.67932,528.36841,102.66984
rf,21,"hyper-params n_estimators: 150 max_depth: 2, min_samples_leaf: 500 ",0.4052,916040.1412,957.09986,613.84664,0.43831,611296.46977,781.85451,528.50974,102.58235
rf,21,"hyper-params n_estimators: 160 max_depth: 2, min_samples_leaf: 500 ",0.40491,916481.41993,957.33036,613.99664,0.43809,611538.56644,782.00931,528.58194,102.35185
rf,21,"hyper-params n_estimators: 170 max_depth: 2, min_samples_leaf: 500 ",0.40483,916599.83425,957.39221,614.05767,0.43789,611752.03042,782.14579,528.70475,102.29
rf,21,"hyper-params n_estimators: 180 max_depth: 2, min_samples_leaf: 500 ",0.40472,916776.55126,957.48449,614.1364,0.43772,611942.06499,782.26726,528.79323,102.19772
rf,21,"hyper-params n_estimators: 190 max_depth: 2, min_samples_leaf: 500 ",0.40464,916895.17944,957.54644,614.17984,0.43756,612113.48332,782.37682,528.88951,102.13577
rf,21,"hyper-params n_estimators: 10 max_depth: 3, min_samples_leaf: 1 ",0.52964,724388.90072,851.11039,536.34904,0.53137,510025.42064,714.16064,451.91121,208.57182
rf,21,"hyper-params n_estimators: 20 max_depth: 3, min_samples_leaf: 1 ",0.52806,726825.39899,852.54056,537.66752,0.52894,512665.21041,716.00643,452.9836,207.14165
rf,21,"hyper-params n_estimators: 30 max_depth: 3, min_samples_leaf: 1 ",0.52857,726033.21426,852.07583,536.49059,0.53118,510228.24322,714.30263,452.53151,207.60638
rf,21,"hyper-params n_estimators: 40 max_depth: 3, min_samples_leaf: 1 ",0.5276,727531.83578,852.95477,537.21276,0.53086,510574.09005,714.54467,452.85999,206.72744
rf,21,"hyper-params n_estimators: 50 max_depth: 3, min_samples_leaf: 1 ",0.52803,726865.21284,852.56391,537.50056,0.53081,510625.91271,714.58094,453.05204,207.1183
rf,21,"hyper-params n_estimators: 60 max_depth: 3, min_samples_leaf: 1 ",0.52771,727369.75186,852.85975,537.82537,0.52921,512375.53276,715.80412,453.43305,206.82246
rf,21,"hyper-params n_estimators: 70 max_depth: 3, min_samples_leaf: 1 ",0.5269,728602.97835,853.58244,538.48956,0.52783,513870.18256,716.84739,453.96406,206.09977
rf,21,"hyper-params n_estimators: 80 max_depth: 3, min_samples_leaf: 1 ",0.52638,729404.64931,854.0519,538.85305,0.5268,514992.20318,717.62957,454.30301,205.63031
rf,21,"hyper-params n_estimators: 90 max_depth: 3, min_samples_leaf: 1 ",0.52655,729148.76945,853.90208,538.2998,0.52693,514851.73358,717.5317,453.84941,205.78013
rf,21,"hyper-params n_estimators: 100 max_depth: 3, min_samples_leaf: 1 ",0.52616,729749.41253,854.25372,538.56532,0.52621,515640.5182,718.08114,454.07036,205.42849
rf,21,"hyper-params n_estimators: 110 max_depth: 3, min_samples_leaf: 1 ",0.52612,729806.22324,854.28697,538.61927,0.52615,515698.93578,718.12181,454.17603,205.39524
rf,21,"hyper-params n_estimators: 120 max_depth: 3, min_samples_leaf: 1 ",0.52635,729459.85305,854.08422,538.62646,0.52649,515327.771,717.86334,454.1464,205.59799
rf,21,"hyper-params n_estimators: 130 max_depth: 3, min_samples_leaf: 1 ",0.52623,729642.09665,854.1909,538.64635,0.52643,515400.44691,717.91396,454.16764,205.49131
rf,21,"hyper-params n_estimators: 140 max_depth: 3, min_samples_leaf: 1 ",0.52628,729563.87767,854.14512,538.53282,0.52641,515415.14108,717.92419,454.13118,205.53709
rf,21,"hyper-params n_estimators: 150 max_depth: 3, min_samples_leaf: 1 ",0.52616,729748.64847,854.25327,538.65503,0.52597,515903.01995,718.26389,454.28405,205.42894
rf,21,"hyper-params n_estimators: 160 max_depth: 3, min_samples_leaf: 1 ",0.52595,730070.39736,854.44157,538.79589,0.52592,515954.48958,718.29972,454.33115,205.24064
rf,21,"hyper-params n_estimators: 170 max_depth: 3, min_samples_leaf: 1 ",0.52575,730386.72843,854.62666,539.0427,0.52549,516418.10903,718.62237,454.57306,205.05555
rf,21,"hyper-params n_estimators: 180 max_depth: 3, min_samples_leaf: 1 ",0.52563,730563.66724,854.73017,539.08486,0.52517,516764.58878,718.8634,454.61846,204.95204
rf,21,"hyper-params n_estimators: 190 max_depth: 3, min_samples_leaf: 1 ",0.52579,730311.97425,854.58292,538.83129,0.52531,516613.53955,718.75833,454.4563,205.09929
rf,21,"hyper-params n_estimators: 10 max_depth: 3, min_samples_leaf: 2 ",0.52964,724388.90072,851.11039,536.34904,0.53137,510025.42064,714.16064,451.91121,208.57182
rf,21,"hyper-params n_estimators: 20 max_depth: 3, min_samples_leaf: 2 ",0.52806,726825.39899,852.54056,537.66752,0.52894,512665.21041,716.00643,452.9836,207.14165
rf,21,"hyper-params n_estimators: 30 max_depth: 3, min_samples_leaf: 2 ",0.52857,726033.21426,852.07583,536.49059,0.53118,510228.24322,714.30263,452.53151,207.60638
rf,21,"hyper-params n_estimators: 40 max_depth: 3, min_samples_leaf: 2 ",0.5276,727531.83578,852.95477,537.21276,0.53086,510574.09005,714.54467,452.85999,206.72744
rf,21,"hyper-params n_estimators: 50 max_depth: 3, min_samples_leaf: 2 ",0.52803,726865.21284,852.56391,537.50056,0.53081,510625.91271,714.58094,453.05204,207.1183
rf,21,"hyper-params n_estimators: 60 max_depth: 3, min_samples_leaf: 2 ",0.52771,727369.75186,852.85975,537.82537,0.52921,512375.53276,715.80412,453.43305,206.82246
rf,21,"hyper-params n_estimators: 70 max_depth: 3, min_samples_leaf: 2 ",0.5269,728602.97835,853.58244,538.48956,0.52783,513870.18256,716.84739,453.96406,206.09977
rf,21,"hyper-params n_estimators: 80 max_depth: 3, min_samples_leaf: 2 ",0.52638,729404.64931,854.0519,538.85305,0.5268,514992.20318,717.62957,454.30301,205.63031
rf,21,"hyper-params n_estimators: 90 max_depth: 3, min_samples_leaf: 2 ",0.52655,729148.76945,853.90208,538.2998,0.52693,514851.73358,717.5317,453.84941,205.78013
rf,21,"hyper-params n_estimators: 100 max_depth: 3, min_samples_leaf: 2 ",0.52616,729749.41253,854.25372,538.56532,0.52621,515640.5182,718.08114,454.07036,205.42849
rf,21,"hyper-params n_estimators: 110 max_depth: 3, min_samples_leaf: 2 ",0.52612,729806.22324,854.28697,538.61927,0.52615,515698.93578,718.12181,454.17603,205.39524
rf,21,"hyper-params n_estimators: 120 max_depth: 3, min_samples_leaf: 2 ",0.52635,729459.85305,854.08422,538.62646,0.52649,515327.771,717.86334,454.1464,205.59799
rf,21,"hyper-params n_estimators: 130 max_depth: 3, min_samples_leaf: 2 ",0.52623,729642.09665,854.1909,538.64635,0.52643,515400.44691,717.91396,454.16764,205.49131
rf,21,"hyper-params n_estimators: 140 max_depth: 3, min_samples_leaf: 2 ",0.52628,729563.87767,854.14512,538.53282,0.52641,515415.14108,717.92419,454.13118,205.53709
rf,21,"hyper-params n_estimators: 150 max_depth: 3, min_samples_leaf: 2 ",0.52616,729748.64847,854.25327,538.65503,0.52597,515903.01995,718.26389,454.28405,205.42894
rf,21,"hyper-params n_estimators: 160 max_depth: 3, min_samples_leaf: 2 ",0.52595,730070.39736,854.44157,538.79589,0.52592,515954.48958,718.29972,454.33115,205.24064
rf,21,"hyper-params n_estimators: 170 max_depth: 3, min_samples_leaf: 2 ",0.52575,730386.72843,854.62666,539.0427,0.52549,516418.10903,718.62237,454.57306,205.05555
rf,21,"hyper-params n_estimators: 180 max_depth: 3, min_samples_leaf: 2 ",0.52563,730563.66724,854.73017,539.08486,0.52517,516764.58878,718.8634,454.61846,204.95204
rf,21,"hyper-params n_estimators: 190 max_depth: 3, min_samples_leaf: 2 ",0.52579,730311.97425,854.58292,538.83129,0.52531,516613.53955,718.75833,454.4563,205.09929
rf,21,"hyper-params n_estimators: 10 max_depth: 3, min_samples_leaf: 5 ",0.52964,724388.90072,851.11039,536.34904,0.53137,510025.42064,714.16064,451.91121,208.57182
rf,21,"hyper-params n_estimators: 20 max_depth: 3, min_samples_leaf: 5 ",0.52806,726825.39899,852.54056,537.66752,0.52894,512665.21041,716.00643,452.9836,207.14165
rf,21,"hyper-params n_estimators: 30 max_depth: 3, min_samples_leaf: 5 ",0.52857,726033.21426,852.07583,536.49059,0.53118,510228.24322,714.30263,452.53151,207.60638
rf,21,"hyper-params n_estimators: 40 max_depth: 3, min_samples_leaf: 5 ",0.5276,727531.83578,852.95477,537.21276,0.53086,510574.09005,714.54467,452.85999,206.72744
rf,21,"hyper-params n_estimators: 50 max_depth: 3, min_samples_leaf: 5 ",0.52803,726865.21284,852.56391,537.50056,0.53081,510625.91271,714.58094,453.05204,207.1183
rf,21,"hyper-params n_estimators: 60 max_depth: 3, min_samples_leaf: 5 ",0.52771,727369.75186,852.85975,537.82537,0.52921,512375.53276,715.80412,453.43305,206.82246
rf,21,"hyper-params n_estimators: 70 max_depth: 3, min_samples_leaf: 5 ",0.5269,728602.97835,853.58244,538.48956,0.52783,513870.18256,716.84739,453.96406,206.09977
rf,21,"hyper-params n_estimators: 80 max_depth: 3, min_samples_leaf: 5 ",0.52638,729404.64931,854.0519,538.85305,0.5268,514992.20318,717.62957,454.30301,205.63031
rf,21,"hyper-params n_estimators: 90 max_depth: 3, min_samples_leaf: 5 ",0.52655,729148.76945,853.90208,538.2998,0.52693,514851.73358,717.5317,453.84941,205.78013
rf,21,"hyper-params n_estimators: 100 max_depth: 3, min_samples_leaf: 5 ",0.52616,729749.41253,854.25372,538.56532,0.52621,515640.5182,718.08114,454.07036,205.42849
rf,21,"hyper-params n_estimators: 110 max_depth: 3, min_samples_leaf: 5 ",0.52612,729806.22324,854.28697,538.61927,0.52615,515698.93578,718.12181,454.17603,205.39524
rf,21,"hyper-params n_estimators: 120 max_depth: 3, min_samples_leaf: 5 ",0.52635,729459.85305,854.08422,538.62646,0.52649,515327.771,717.86334,454.1464,205.59799
rf,21,"hyper-params n_estimators: 130 max_depth: 3, min_samples_leaf: 5 ",0.52623,729642.09665,854.1909,538.64635,0.52643,515400.44691,717.91396,454.16764,205.49131
rf,21,"hyper-params n_estimators: 140 max_depth: 3, min_samples_leaf: 5 ",0.52628,729563.87767,854.14512,538.53282,0.52641,515415.14108,717.92419,454.13118,205.53709
rf,21,"hyper-params n_estimators: 150 max_depth: 3, min_samples_leaf: 5 ",0.52616,729748.64847,854.25327,538.65503,0.52597,515903.01995,718.26389,454.28405,205.42894
rf,21,"hyper-params n_estimators: 160 max_depth: 3, min_samples_leaf: 5 ",0.52595,730070.39736,854.44157,538.79589,0.52592,515954.48958,718.29972,454.33115,205.24064
rf,21,"hyper-params n_estimators: 170 max_depth: 3, min_samples_leaf: 5 ",0.52575,730386.72843,854.62666,539.0427,0.52549,516418.10903,718.62237,454.57306,205.05555
rf,21,"hyper-params n_estimators: 180 max_depth: 3, min_samples_leaf: 5 ",0.52563,730563.66724,854.73017,539.08486,0.52517,516764.58878,718.8634,454.61846,204.95204
rf,21,"hyper-params n_estimators: 190 max_depth: 3, min_samples_leaf: 5 ",0.52579,730311.97425,854.58292,538.83129,0.52531,516613.53955,718.75833,454.4563,205.09929
rf,21,"hyper-params n_estimators: 10 max_depth: 3, min_samples_leaf: 10 ",0.52964,724388.90072,851.11039,536.34904,0.53137,510025.42064,714.16064,451.91121,208.57182
rf,21,"hyper-params n_estimators: 20 max_depth: 3, min_samples_leaf: 10 ",0.52806,726825.39899,852.54056,537.66752,0.52894,512665.21041,716.00643,452.9836,207.14165
rf,21,"hyper-params n_estimators: 30 max_depth: 3, min_samples_leaf: 10 ",0.52857,726033.21426,852.07583,536.49059,0.53118,510228.24322,714.30263,452.53151,207.60638
rf,21,"hyper-params n_estimators: 40 max_depth: 3, min_samples_leaf: 10 ",0.5276,727531.83578,852.95477,537.21276,0.53086,510574.09005,714.54467,452.85999,206.72744
rf,21,"hyper-params n_estimators: 50 max_depth: 3, min_samples_leaf: 10 ",0.52803,726865.21284,852.56391,537.50056,0.53081,510625.91271,714.58094,453.05204,207.1183
rf,21,"hyper-params n_estimators: 60 max_depth: 3, min_samples_leaf: 10 ",0.52771,727369.75186,852.85975,537.82537,0.52921,512375.53276,715.80412,453.43305,206.82246
rf,21,"hyper-params n_estimators: 70 max_depth: 3, min_samples_leaf: 10 ",0.5269,728602.97835,853.58244,538.48956,0.52783,513870.18256,716.84739,453.96406,206.09977
rf,21,"hyper-params n_estimators: 80 max_depth: 3, min_samples_leaf: 10 ",0.52638,729404.64931,854.0519,538.85305,0.5268,514992.20318,717.62957,454.30301,205.63031
rf,21,"hyper-params n_estimators: 90 max_depth: 3, min_samples_leaf: 10 ",0.52655,729148.76945,853.90208,538.2998,0.52693,514851.73358,717.5317,453.84941,205.78013
rf,21,"hyper-params n_estimators: 100 max_depth: 3, min_samples_leaf: 10 ",0.52616,729749.41253,854.25372,538.56532,0.52621,515640.5182,718.08114,454.07036,205.42849
rf,21,"hyper-params n_estimators: 110 max_depth: 3, min_samples_leaf: 10 ",0.52612,729806.22324,854.28697,538.61927,0.52615,515698.93578,718.12181,454.17603,205.39524
rf,21,"hyper-params n_estimators: 120 max_depth: 3, min_samples_leaf: 10 ",0.52635,729459.85305,854.08422,538.62646,0.52649,515327.771,717.86334,454.1464,205.59799
rf,21,"hyper-params n_estimators: 130 max_depth: 3, min_samples_leaf: 10 ",0.52623,729642.09665,854.1909,538.64635,0.52643,515400.44691,717.91396,454.16764,205.49131
rf,21,"hyper-params n_estimators: 140 max_depth: 3, min_samples_leaf: 10 ",0.52628,729563.87767,854.14512,538.53282,0.52641,515415.14108,717.92419,454.13118,205.53709
rf,21,"hyper-params n_estimators: 150 max_depth: 3, min_samples_leaf: 10 ",0.52616,729748.64847,854.25327,538.65503,0.52597,515903.01995,718.26389,454.28405,205.42894
rf,21,"hyper-params n_estimators: 160 max_depth: 3, min_samples_leaf: 10 ",0.52595,730070.39736,854.44157,538.79589,0.52592,515954.48958,718.29972,454.33115,205.24064
rf,21,"hyper-params n_estimators: 170 max_depth: 3, min_samples_leaf: 10 ",0.52575,730386.72843,854.62666,539.0427,0.52549,516418.10903,718.62237,454.57306,205.05555
rf,21,"hyper-params n_estimators: 180 max_depth: 3, min_samples_leaf: 10 ",0.52563,730563.66724,854.73017,539.08486,0.52517,516764.58878,718.8634,454.61846,204.95204
rf,21,"hyper-params n_estimators: 190 max_depth: 3, min_samples_leaf: 10 ",0.52579,730311.97425,854.58292,538.83129,0.52531,516613.53955,718.75833,454.4563,205.09929
rf,21,"hyper-params n_estimators: 10 max_depth: 3, min_samples_leaf: 15 ",0.52964,724388.90072,851.11039,536.34904,0.53137,510025.42064,714.16064,451.91121,208.57182
rf,21,"hyper-params n_estimators: 20 max_depth: 3, min_samples_leaf: 15 ",0.52806,726825.39899,852.54056,537.66752,0.52894,512665.21041,716.00643,452.9836,207.14165
rf,21,"hyper-params n_estimators: 30 max_depth: 3, min_samples_leaf: 15 ",0.52857,726033.21426,852.07583,536.49059,0.53118,510228.24322,714.30263,452.53151,207.60638
rf,21,"hyper-params n_estimators: 40 max_depth: 3, min_samples_leaf: 15 ",0.5276,727531.83578,852.95477,537.21276,0.53086,510574.09005,714.54467,452.85999,206.72744
rf,21,"hyper-params n_estimators: 50 max_depth: 3, min_samples_leaf: 15 ",0.52803,726865.21284,852.56391,537.50056,0.53081,510625.91271,714.58094,453.05204,207.1183
rf,21,"hyper-params n_estimators: 60 max_depth: 3, min_samples_leaf: 15 ",0.52771,727369.75186,852.85975,537.82537,0.52921,512375.53276,715.80412,453.43305,206.82246
rf,21,"hyper-params n_estimators: 70 max_depth: 3, min_samples_leaf: 15 ",0.5269,728602.97835,853.58244,538.48956,0.52783,513870.18256,716.84739,453.96406,206.09977
rf,21,"hyper-params n_estimators: 80 max_depth: 3, min_samples_leaf: 15 ",0.52638,729404.64931,854.0519,538.85305,0.5268,514992.20318,717.62957,454.30301,205.63031
rf,21,"hyper-params n_estimators: 90 max_depth: 3, min_samples_leaf: 15 ",0.52655,729148.76945,853.90208,538.2998,0.52693,514851.73358,717.5317,453.84941,205.78013
rf,21,"hyper-params n_estimators: 100 max_depth: 3, min_samples_leaf: 15 ",0.52616,729749.41253,854.25372,538.56532,0.52621,515640.5182,718.08114,454.07036,205.42849
rf,21,"hyper-params n_estimators: 110 max_depth: 3, min_samples_leaf: 15 ",0.52612,729806.22324,854.28697,538.61927,0.52615,515698.93578,718.12181,454.17603,205.39524
rf,21,"hyper-params n_estimators: 120 max_depth: 3, min_samples_leaf: 15 ",0.52635,729459.85305,854.08422,538.62646,0.52649,515327.771,717.86334,454.1464,205.59799
rf,21,"hyper-params n_estimators: 130 max_depth: 3, min_samples_leaf: 15 ",0.52623,729642.09665,854.1909,538.64635,0.52643,515400.44691,717.91396,454.16764,205.49131
rf,21,"hyper-params n_estimators: 140 max_depth: 3, min_samples_leaf: 15 ",0.52628,729563.87767,854.14512,538.53282,0.52641,515415.14108,717.92419,454.13118,205.53709
rf,21,"hyper-params n_estimators: 150 max_depth: 3, min_samples_leaf: 15 ",0.52616,729748.64847,854.25327,538.65503,0.52597,515903.01995,718.26389,454.28405,205.42894
rf,21,"hyper-params n_estimators: 160 max_depth: 3, min_samples_leaf: 15 ",0.52595,730070.39736,854.44157,538.79589,0.52592,515954.48958,718.29972,454.33115,205.24064
rf,21,"hyper-params n_estimators: 170 max_depth: 3, min_samples_leaf: 15 ",0.52575,730386.72843,854.62666,539.0427,0.52549,516418.10903,718.62237,454.57306,205.05555
rf,21,"hyper-params n_estimators: 180 max_depth: 3, min_samples_leaf: 15 ",0.52563,730563.66724,854.73017,539.08486,0.52517,516764.58878,718.8634,454.61846,204.95204
rf,21,"hyper-params n_estimators: 190 max_depth: 3, min_samples_leaf: 15 ",0.52579,730311.97425,854.58292,538.83129,0.52531,516613.53955,718.75833,454.4563,205.09929
rf,21,"hyper-params n_estimators: 10 max_depth: 3, min_samples_leaf: 20 ",0.52964,724388.90072,851.11039,536.34904,0.53137,510025.42064,714.16064,451.91121,208.57182
rf,21,"hyper-params n_estimators: 20 max_depth: 3, min_samples_leaf: 20 ",0.52806,726825.39899,852.54056,537.66752,0.52894,512665.21041,716.00643,452.9836,207.14165
rf,21,"hyper-params n_estimators: 30 max_depth: 3, min_samples_leaf: 20 ",0.52857,726033.21426,852.07583,536.49059,0.53118,510228.24322,714.30263,452.53151,207.60638
rf,21,"hyper-params n_estimators: 40 max_depth: 3, min_samples_leaf: 20 ",0.5276,727531.83578,852.95477,537.21276,0.53086,510574.09005,714.54467,452.85999,206.72744
rf,21,"hyper-params n_estimators: 50 max_depth: 3, min_samples_leaf: 20 ",0.52803,726865.21284,852.56391,537.50056,0.53081,510625.91271,714.58094,453.05204,207.1183
rf,21,"hyper-params n_estimators: 60 max_depth: 3, min_samples_leaf: 20 ",0.52771,727369.75186,852.85975,537.82537,0.52921,512375.53276,715.80412,453.43305,206.82246
rf,21,"hyper-params n_estimators: 70 max_depth: 3, min_samples_leaf: 20 ",0.5269,728602.97835,853.58244,538.48956,0.52783,513870.18256,716.84739,453.96406,206.09977
rf,21,"hyper-params n_estimators: 80 max_depth: 3, min_samples_leaf: 20 ",0.52638,729404.64931,854.0519,538.85305,0.5268,514992.20318,717.62957,454.30301,205.63031
rf,21,"hyper-params n_estimators: 90 max_depth: 3, min_samples_leaf: 20 ",0.52655,729148.76945,853.90208,538.2998,0.52693,514851.73358,717.5317,453.84941,205.78013
rf,21,"hyper-params n_estimators: 100 max_depth: 3, min_samples_leaf: 20 ",0.52616,729749.41253,854.25372,538.56532,0.52621,515640.5182,718.08114,454.07036,205.42849
rf,21,"hyper-params n_estimators: 110 max_depth: 3, min_samples_leaf: 20 ",0.52612,729806.22324,854.28697,538.61927,0.52615,515698.93578,718.12181,454.17603,205.39524
rf,21,"hyper-params n_estimators: 120 max_depth: 3, min_samples_leaf: 20 ",0.52635,729459.85305,854.08422,538.62646,0.52649,515327.771,717.86334,454.1464,205.59799
rf,21,"hyper-params n_estimators: 130 max_depth: 3, min_samples_leaf: 20 ",0.52623,729642.09665,854.1909,538.64635,0.52643,515400.44691,717.91396,454.16764,205.49131
rf,21,"hyper-params n_estimators: 140 max_depth: 3, min_samples_leaf: 20 ",0.52628,729563.87767,854.14512,538.53282,0.52641,515415.14108,717.92419,454.13118,205.53709
rf,21,"hyper-params n_estimators: 150 max_depth: 3, min_samples_leaf: 20 ",0.52616,729748.64847,854.25327,538.65503,0.52597,515903.01995,718.26389,454.28405,205.42894
rf,21,"hyper-params n_estimators: 160 max_depth: 3, min_samples_leaf: 20 ",0.52595,730070.39736,854.44157,538.79589,0.52592,515954.48958,718.29972,454.33115,205.24064
rf,21,"hyper-params n_estimators: 170 max_depth: 3, min_samples_leaf: 20 ",0.52575,730386.72843,854.62666,539.0427,0.52549,516418.10903,718.62237,454.57306,205.05555
rf,21,"hyper-params n_estimators: 180 max_depth: 3, min_samples_leaf: 20 ",0.52563,730563.66724,854.73017,539.08486,0.52517,516764.58878,718.8634,454.61846,204.95204
rf,21,"hyper-params n_estimators: 190 max_depth: 3, min_samples_leaf: 20 ",0.52579,730311.97425,854.58292,538.83129,0.52531,516613.53955,718.75833,454.4563,205.09929
rf,21,"hyper-params n_estimators: 10 max_depth: 3, min_samples_leaf: 100 ",0.52923,725017.421,851.47955,538.02891,0.5309,510537.4582,714.51904,453.90377,208.20266
rf,21,"hyper-params n_estimators: 20 max_depth: 3, min_samples_leaf: 100 ",0.52765,727448.15891,852.90572,539.37419,0.52847,513177.95928,716.3644,455.00427,206.77649
rf,21,"hyper-params n_estimators: 30 max_depth: 3, min_samples_leaf: 100 ",0.5282,726611.68334,852.41521,538.09599,0.53075,510696.72155,714.63048,454.43678,207.267
rf,21,"hyper-params n_estimators: 40 max_depth: 3, min_samples_leaf: 100 ",0.52719,728156.62133,853.32094,538.9089,0.53039,511086.14421,714.90289,454.87325,206.36127
rf,21,"hyper-params n_estimators: 50 max_depth: 3, min_samples_leaf: 100 ",0.52763,727484.7495,852.92717,539.19818,0.53035,511136.26296,714.93794,455.06815,206.75504
rf,21,"hyper-params n_estimators: 60 max_depth: 3, min_samples_leaf: 100 ",0.52732,727964.62896,853.20843,539.4822,0.52876,512862.32243,716.14407,455.39531,206.47378
rf,21,"hyper-params n_estimators: 70 max_depth: 3, min_samples_leaf: 100 ",0.52652,729199.4395,853.93175,540.15258,0.52738,514359.51543,717.18862,455.93452,205.75046
rf,21,"hyper-params n_estimators: 80 max_depth: 3, min_samples_leaf: 100 ",0.526,730003.50905,854.40243,540.52217,0.52635,515484.591,717.97256,456.2823,205.27978
