algo,experiment,desc,val_r2,val_mse,val_rmse,val_mae,train_r2,train_mse,train_rmse,train_mae,diff
dt,19,"hyper-params max_depth: 4, min_samples_leaf: 20 ",0.57186,659366.45174,812.01382,515.43925,0.58585,450729.39831,671.36383,416.90784,247.66839
dt,19,"hyper-params max_depth: 4, min_samples_leaf: 100 ",0.57185,659383.13205,812.0241,515.61144,0.58584,450739.20504,671.37114,417.05453,247.65811
dt,19,"hyper-params max_depth: 4, min_samples_leaf: 200 ",0.5671,666691.08222,816.51153,524.84507,0.58393,452814.87312,672.91521,421.80693,243.17068
dt,19,"hyper-params max_depth: 4, min_samples_leaf: 500 ",0.55885,679411.06247,824.26395,537.74424,0.57392,463714.29995,680.96571,434.38783,235.41826
dt,19,"hyper-params max_depth: 5, min_samples_leaf: 1 ",0.74912,386371.50553,621.58789,406.60342,0.75295,268871.91931,518.52861,325.27831,438.09432
dt,19,"hyper-params max_depth: 5, min_samples_leaf: 2 ",0.74912,386373.02625,621.58911,406.60467,0.75295,268871.91931,518.52861,325.27831,438.0931
dt,19,"hyper-params max_depth: 5, min_samples_leaf: 5 ",0.74906,386473.66775,621.67006,406.87745,0.75288,268941.93773,518.59612,325.5102,438.01215
dt,19,"hyper-params max_depth: 5, min_samples_leaf: 10 ",0.74904,386492.34709,621.68509,406.92503,0.75287,268959.76325,518.61331,325.536,437.99712
dt,19,"hyper-params max_depth: 5, min_samples_leaf: 15 ",0.74877,386910.10415,622.02098,407.62697,0.75286,268972.19143,518.62529,325.59437,437.66123
dt,19,"hyper-params max_depth: 5, min_samples_leaf: 20 ",0.74895,386637.09027,621.80149,407.23988,0.75285,268982.7073,518.63543,325.58355,437.88072
dt,19,"hyper-params max_depth: 5, min_samples_leaf: 100 ",0.74865,387094.86698,622.16948,407.19477,0.75209,269806.933,519.42943,326.66635,437.51273
dt,19,"hyper-params max_depth: 5, min_samples_leaf: 200 ",0.74283,396062.17768,629.33471,420.9098,0.73857,284515.43653,533.39988,342.37409,430.3475
dt,19,"hyper-params max_depth: 5, min_samples_leaf: 500 ",0.64134,552370.65753,743.21643,507.98474,0.6443,387117.86347,622.18796,401.80423,316.46578
dt,19,"hyper-params max_depth: 6, min_samples_leaf: 1 ",0.81469,285394.26168,534.22304,352.82772,0.83,185011.69344,430.12986,261.82207,525.45917
dt,19,"hyper-params max_depth: 6, min_samples_leaf: 2 ",0.81469,285393.36848,534.22221,352.81366,0.83,185011.9549,430.13016,261.82803,525.46
dt,19,"hyper-params max_depth: 6, min_samples_leaf: 5 ",0.81452,285651.62824,534.46387,353.4934,0.82998,185040.40057,430.16323,261.98757,525.21834
dt,19,"hyper-params max_depth: 6, min_samples_leaf: 10 ",0.8147,285377.67359,534.20752,352.878,0.82993,185091.49446,430.22261,262.02246,525.47469
dt,19,"hyper-params max_depth: 6, min_samples_leaf: 15 ",0.81152,290279.88701,538.77629,354.96307,0.82984,185186.07336,430.33251,262.14539,520.90592
dt,19,"hyper-params max_depth: 6, min_samples_leaf: 20 ",0.8117,289999.53409,538.51605,354.32602,0.82983,185203.73901,430.35304,262.05146,521.16616
dt,19,"hyper-params max_depth: 6, min_samples_leaf: 100 ",0.79268,319295.43394,565.06233,371.51121,0.8246,190886.85457,436.906,269.57357,494.61988
dt,19,"hyper-params max_depth: 6, min_samples_leaf: 200 ",0.79682,312905.97661,559.37999,379.95267,0.80781,209161.0115,457.34124,290.07367,500.30222
dt,19,"hyper-params max_depth: 6, min_samples_leaf: 500 ",0.64999,539034.79493,734.18989,496.27374,0.65836,371812.18602,609.76404,389.86355,325.49232
dt,19,"hyper-params max_depth: 10, min_samples_leaf: 1 ",0.84133,244370.62707,494.33858,281.14501,0.9405,64752.22182,254.46458,145.8153,565.34363
dt,19,"hyper-params max_depth: 10, min_samples_leaf: 2 ",0.87494,192603.84922,438.86655,263.28849,0.93993,65378.68458,255.69256,147.62703,620.81566
dt,19,"hyper-params max_depth: 10, min_samples_leaf: 5 ",0.89632,159677.25693,399.59637,250.05387,0.93614,69499.41407,263.62742,152.50061,660.08584
dt,19,"hyper-params max_depth: 10, min_samples_leaf: 10 ",0.88535,176566.98444,420.19874,261.84348,0.93165,74384.08128,272.73445,158.95917,639.48347
dt,19,"hyper-params max_depth: 10, min_samples_leaf: 15 ",0.86763,203859.07792,451.50756,270.62336,0.92018,86873.45937,294.74304,167.22363,608.17465
dt,19,"hyper-params max_depth: 10, min_samples_leaf: 20 ",0.87035,199665.82068,446.83982,270.09934,0.91579,91650.72045,302.7387,172.67983,612.84239
dt,19,"hyper-params max_depth: 10, min_samples_leaf: 100 ",0.81619,283079.63537,532.05229,337.14772,0.87269,138554.57991,372.2292,219.86535,527.62992
